sale_line_id,sale_date,store_id,product_id,quantity,unit_price,promotion_code,payment_method,source_branch,product_name,category,store_name,city,region,discount_pct,campaign_name,start_date,end_date,gross_sales,discount_amount,net_sales,month,week,day_name,sales_target
L00141,2026-02-26,S01,P001,1,145000,PROMO10,Card,Cali,Coffee Maker Basic,Small Appliances,Cali Norte,Cali,Southwest,0.1,Coffee Week,2026-02-10,2026-02-28,145000,14500.0,130500.0,2026-02,9,Thursday,19500000
L00142,2026-02-27,S01,P004,3,390000,,Transfer,Cali,Air Fryer 4L,Small Appliances,Cali Norte,Cali,Southwest,0.0,,,,1170000,0.0,1170000.0,2026-02,9,Friday,19500000
L00143,2026-03-20,S01,P010,1,115000,,Cash,Cali,Ergonomic Mouse,Home & Office,Cali Norte,Cali,Southwest,0.0,,,,115000,0.0,115000.0,2026-03,12,Friday,20500000
L00144,2026-03-09,S01,P013,2,135000,,Card,Cali,Hair Dryer,Personal Care,Cali Norte,Cali,Southwest,0.0,,,,270000,0.0,270000.0,2026-03,11,Monday,20500000
L00145,2026-03-21,S01,P012,1,35000,,Transfer,Cali,Notebook Pack,Home & Office,Cali Norte,Cali,Southwest,0.0,,,,35000,0.0,35000.0,2026-03,12,Saturday,20500000
L00146,2026-04-30,S01,P013,1,135000,,Transfer,Cali,Hair Dryer,Personal Care,Cali Norte,Cali,Southwest,0.0,,,,135000,0.0,135000.0,2026-04,18,Thursday,21500000
L00147,2026-03-01,S01,P008,1,78000,,Transfer,Cali,USB-C Charger,Electronics,Cali Norte,Cali,Southwest,0.0,,,,78000,0.0,78000.0,2026-03,9,Sunday,20500000
L00148,2026-04-29,S01,P007,1,310000,,Cash,Cali,Smartwatch Active,Electronics,Cali Norte,Cali,Southwest,0.0,,,,310000,0.0,310000.0,2026-04,18,Wednesday,21500000
L00149,2026-02-13,S01,P011,2,138000,,Cash,Cali,Keyboard Compact,Home & Office,Cali Norte,Cali,Southwest,0.0,,,,276000,0.0,276000.0,2026-02,7,Friday,19500000
L00150,2026-03-24,S01,P007,2,310000,,Cash,Cali,Smartwatch Active,Electronics,Cali Norte,Cali,Southwest,0.0,,,,620000,0.0,620000.0,2026-03,13,Tuesday,20500000
L00151,2026-04-18,S01,P003,3,175000,,Card,Cali,Blender 500W,Small Appliances,Cali Norte,Cali,Southwest,0.0,,,,525000,0.0,525000.0,2026-04,16,Saturday,21500000
L00152,2026-02-27,S01,P007,3,310000,,Cash,Cali,Smartwatch Active,Electronics,Cali Norte,Cali,Southwest,0.0,,,,930000,0.0,930000.0,2026-02,9,Friday,19500000
L00153,2026-03-04,S01,P009,4,92000,,Card,Cali,Desk Lamp LED,Home & Office,Cali Norte,Cali,Southwest,0.0,,,,368000,0.0,368000.0,2026-03,10,Wednesday,20500000
L00154,2026-04-09,S01,P009,2,92000,,Transfer,Cali,Desk Lamp LED,Home & Office,Cali Norte,Cali,Southwest,0.0,,,,184000,0.0,184000.0,2026-04,15,Thursday,21500000
L00155,2026-02-13,S01,P004,1,390000,,Cash,Cali,Air Fryer 4L,Small Appliances,Cali Norte,Cali,Southwest,0.0,,,,390000,0.0,390000.0,2026-02,7,Friday,19500000
L00156,2026-04-07,S01,P014,2,198000,,Card,Cali,Electric Shaver,Personal Care,Cali Norte,Cali,Southwest,0.0,,,,396000,0.0,396000.0,2026-04,15,Tuesday,21500000
L00157,2026-04-23,S01,P013,1,135000,,Cash,Cali,Hair Dryer,Personal Care,Cali Norte,Cali,Southwest,0.0,,,,135000,0.0,135000.0,2026-04,17,Thursday,21500000
L00158,2026-04-21,S01,P008,2,78000,,Card,Cali,USB-C Charger,Electronics,Cali Norte,Cali,Southwest,0.0,,,,156000,0.0,156000.0,2026-04,17,Tuesday,21500000
L00159,2026-02-26,S01,P013,1,135000,,Card,Cali,Hair Dryer,Personal Care,Cali Norte,Cali,Southwest,0.0,,,,135000,0.0,135000.0,2026-02,9,Thursday,19500000
L00160,2026-04-22,S01,P013,1,135000,PROMO20,Transfer,Cali,Hair Dryer,Personal Care,Cali Norte,Cali,Southwest,0.2,Personal Care Month,2026-04-01,2026-04-25,135000,27000.0,108000.0,2026-04,17,Wednesday,21500000
L00161,2026-03-14,S01,P008,2,78000,,Cash,Cali,USB-C Charger,Electronics,Cali Norte,Cali,Southwest,0.0,,,,156000,0.0,156000.0,2026-03,11,Saturday,20500000
L00162,2026-02-02,S01,P013,3,135000,,Card,Cali,Hair Dryer,Personal Care,Cali Norte,Cali,Southwest,0.0,,,,405000,0.0,405000.0,2026-02,6,Monday,19500000
L00163,2026-02-16,S01,P001,3,145000,,Card,Cali,Coffee Maker Basic,Small Appliances,Cali Norte,Cali,Southwest,0.0,,,,435000,0.0,435000.0,2026-02,8,Monday,19500000
L00164,2026-04-28,S01,P008,1,78000,,Cash,Cali,USB-C Charger,Electronics,Cali Norte,Cali,Southwest,0.0,,,,78000,0.0,78000.0,2026-04,18,Tuesday,21500000
L00165,2026-04-22,S01,P003,1,175000,,Cash,Cali,Blender 500W,Small Appliances,Cali Norte,Cali,Southwest,0.0,,,,175000,0.0,175000.0,2026-04,17,Wednesday,21500000
L00166,2026-04-22,S01,P010,2,115000,,Cash,Cali,Ergonomic Mouse,Home & Office,Cali Norte,Cali,Southwest,0.0,,,,230000,0.0,230000.0,2026-04,17,Wednesday,21500000
L00167,2026-04-20,S01,P003,1,175000,,Transfer,Cali,Blender 500W,Small Appliances,Cali Norte,Cali,Southwest,0.0,,,,175000,0.0,175000.0,2026-04,17,Monday,21500000
L00168,2026-02-11,S01,P006,1,165000,,Cash,Cali,Bluetooth Speaker,Electronics,Cali Norte,Cali,Southwest,0.0,,,,165000,0.0,165000.0,2026-02,7,Wednesday,19500000
L00169,2026-03-21,S01,P010,2,115000,,Card,Cali,Ergonomic Mouse,Home & Office,Cali Norte,Cali,Southwest,0.0,,,,230000,0.0,230000.0,2026-03,12,Saturday,20500000
L00170,2026-04-26,S01,P006,2,165000,,Card,Cali,Bluetooth Speaker,Electronics,Cali Norte,Cali,Southwest,0.0,,,,330000,0.0,330000.0,2026-04,17,Sunday,21500000
L00171,2026-02-12,S01,P013,4,135000,,Cash,Cali,Hair Dryer,Personal Care,Cali Norte,Cali,Southwest,0.0,,,,540000,0.0,540000.0,2026-02,7,Thursday,19500000
L00172,2026-04-09,S01,P011,2,138000,,Transfer,Cali,Keyboard Compact,Home & Office,Cali Norte,Cali,Southwest,0.0,,,,276000,0.0,276000.0,2026-04,15,Thursday,21500000
L00173,2026-04-16,S01,P008,4,78000,,Card,Cali,USB-C Charger,Electronics,Cali Norte,Cali,Southwest,0.0,,,,312000,0.0,312000.0,2026-04,16,Thursday,21500000
L00174,2026-02-19,S01,P011,1,138000,,Card,Cali,Keyboard Compact,Home & Office,Cali Norte,Cali,Southwest,0.0,,,,138000,0.0,138000.0,2026-02,8,Thursday,19500000
L00175,2026-03-01,S01,P012,1,35000,,Card,Cali,Notebook Pack,Home & Office,Cali Norte,Cali,Southwest,0.0,,,,35000,0.0,35000.0,2026-03,9,Sunday,20500000
L00176,2026-02-01,S01,P003,2,175000,,Transfer,Cali,Blender 500W,Small Appliances,Cali Norte,Cali,Southwest,0.0,,,,350000,0.0,350000.0,2026-02,5,Sunday,19500000
L00177,2026-03-19,S01,P006,1,165000,,Transfer,Cali,Bluetooth Speaker,Electronics,Cali Norte,Cali,Southwest,0.0,,,,165000,0.0,165000.0,2026-03,12,Thursday,20500000
L00178,2026-02-25,S01,P003,4,175000,,Cash,Cali,Blender 500W,Small Appliances,Cali Norte,Cali,Southwest,0.0,,,,700000,0.0,700000.0,2026-02,9,Wednesday,19500000
L00179,2026-02-05,S01,P004,1,390000,,Transfer,Cali,Air Fryer 4L,Small Appliances,Cali Norte,Cali,Southwest,0.0,,,,390000,0.0,390000.0,2026-02,6,Thursday,19500000
L00180,2026-02-07,S01,P001,2,145000,,Card,Cali,Coffee Maker Basic,Small Appliances,Cali Norte,Cali,Southwest,0.0,,,,290000,0.0,290000.0,2026-02,6,Saturday,19500000
L00181,2026-04-20,S01,P013,2,135000,PROMO20,Transfer,Cali,Hair Dryer,Personal Care,Cali Norte,Cali,Southwest,0.2,Personal Care Month,2026-04-01,2026-04-25,270000,54000.0,216000.0,2026-04,17,Monday,21500000
L00182,2026-03-05,S01,P004,1,390000,PROMO15,Transfer,Cali,Air Fryer 4L,Small Appliances,Cali Norte,Cali,Southwest,0.15,Kitchen Days,2026-03-01,2026-03-20,390000,58500.0,331500.0,2026-03,10,Thursday,20500000
L00183,2026-02-14,S01,P010,1,115000,,Card,Cali,Ergonomic Mouse,Home & Office,Cali Norte,Cali,Southwest,0.0,,,,115000,0.0,115000.0,2026-02,7,Saturday,19500000
L00184,2026-03-29,S01,P002,2,285000,,Card,Cali,Coffee Maker Premium,Small Appliances,Cali Norte,Cali,Southwest,0.0,,,,570000,0.0,570000.0,2026-03,13,Sunday,20500000
L00185,2026-02-22,S01,P011,3,138000,,Cash,Cali,Keyboard Compact,Home & Office,Cali Norte,Cali,Southwest,0.0,,,,414000,0.0,414000.0,2026-02,8,Sunday,19500000
L00186,2026-02-12,S01,P011,4,138000,,Transfer,Cali,Keyboard Compact,Home & Office,Cali Norte,Cali,Southwest,0.0,,,,552000,0.0,552000.0,2026-02,7,Thursday,19500000
L00187,2026-04-09,S01,P009,1,92000,,Cash,Cali,Desk Lamp LED,Home & Office,Cali Norte,Cali,Southwest,0.0,,,,92000,0.0,92000.0,2026-04,15,Thursday,21500000
L00188,2026-02-18,S01,P009,1,92000,,Cash,Cali,Desk Lamp LED,Home & Office,Cali Norte,Cali,Southwest,0.0,,,,92000,0.0,92000.0,2026-02,8,Wednesday,19500000
L00189,2026-03-07,S01,P012,1,35000,,Card,Cali,Notebook Pack,Home & Office,Cali Norte,Cali,Southwest,0.0,,,,35000,0.0,35000.0,2026-03,10,Saturday,20500000
L00190,2026-02-27,S01,P001,2,145000,,Transfer,Cali,Coffee Maker Basic,Small Appliances,Cali Norte,Cali,Southwest,0.0,,,,290000,0.0,290000.0,2026-02,9,Friday,19500000
L00191,2026-04-28,S01,P010,1,115000,,Transfer,Cali,Ergonomic Mouse,Home & Office,Cali Norte,Cali,Southwest,0.0,,,,115000,0.0,115000.0,2026-04,18,Tuesday,21500000
L00192,2026-02-25,S01,P007,1,310000,,Card,Cali,Smartwatch Active,Electronics,Cali Norte,Cali,Southwest,0.0,,,,310000,0.0,310000.0,2026-02,9,Wednesday,19500000
L00193,2026-03-31,S01,P005,1,220000,,Cash,Cali,Wireless Headphones,Electronics,Cali Norte,Cali,Southwest,0.0,,,,220000,0.0,220000.0,2026-03,14,Tuesday,20500000
L00194,2026-04-08,S01,P013,3,135000,PROMO20,Card,Cali,Hair Dryer,Personal Care,Cali Norte,Cali,Southwest,0.2,Personal Care Month,2026-04-01,2026-04-25,405000,81000.0,324000.0,2026-04,15,Wednesday,21500000
L00195,2026-04-02,S01,P013,3,135000,,Transfer,Cali,Hair Dryer,Personal Care,Cali Norte,Cali,Southwest,0.0,,,,405000,0.0,405000.0,2026-04,14,Thursday,21500000
L00196,2026-04-03,S01,P009,1,92000,,Transfer,Cali,Desk Lamp LED,Home & Office,Cali Norte,Cali,Southwest,0.0,,,,92000,0.0,92000.0,2026-04,14,Friday,21500000
L00197,2026-02-14,S01,P015,3,86000,,Transfer,Cali,Digital Scale,Personal Care,Cali Norte,Cali,Southwest,0.0,,,,258000,0.0,258000.0,2026-02,7,Saturday,19500000
L00198,2026-02-27,S01,P003,2,175000,,Card,Cali,Blender 500W,Small Appliances,Cali Norte,Cali,Southwest,0.0,,,,350000,0.0,350000.0,2026-02,9,Friday,19500000
L00199,2026-02-25,S01,P004,1,390000,,Cash,Cali,Air Fryer 4L,Small Appliances,Cali Norte,Cali,Southwest,0.0,,,,390000,0.0,390000.0,2026-02,9,Wednesday,19500000
L00200,2026-04-16,S01,P003,2,175000,,Transfer,Cali,Blender 500W,Small Appliances,Cali Norte,Cali,Southwest,0.0,,,,350000,0.0,350000.0,2026-04,16,Thursday,21500000
L00201,2026-02-28,S01,P010,1,115000,,Transfer,Cali,Ergonomic Mouse,Home & Office,Cali Norte,Cali,Southwest,0.0,,,,115000,0.0,115000.0,2026-02,9,Saturday,19500000
L00202,2026-02-26,S01,P007,1,310000,,Transfer,Cali,Smartwatch Active,Electronics,Cali Norte,Cali,Southwest,0.0,,,,310000,0.0,310000.0,2026-02,9,Thursday,19500000
L00203,2026-04-05,S01,P008,3,78000,,Cash,Cali,USB-C Charger,Electronics,Cali Norte,Cali,Southwest,0.0,,,,234000,0.0,234000.0,2026-04,14,Sunday,21500000
L00204,2026-03-26,S01,P001,1,145000,,Transfer,Cali,Coffee Maker Basic,Small Appliances,Cali Norte,Cali,Southwest,0.0,,,,145000,0.0,145000.0,2026-03,13,Thursday,20500000
L00205,2026-03-01,S01,P003,1,175000,,Card,Cali,Blender 500W,Small Appliances,Cali Norte,Cali,Southwest,0.0,,,,175000,0.0,175000.0,2026-03,9,Sunday,20500000
L00206,2026-04-30,S01,P013,1,135000,,Card,Cali,Hair Dryer,Personal Care,Cali Norte,Cali,Southwest,0.0,,,,135000,0.0,135000.0,2026-04,18,Thursday,21500000
L00207,2026-04-07,S01,P013,1,135000,PROMO20,Cash,Cali,Hair Dryer,Personal Care,Cali Norte,Cali,Southwest,0.2,Personal Care Month,2026-04-01,2026-04-25,135000,27000.0,108000.0,2026-04,15,Tuesday,21500000
L00208,2026-03-23,S01,P002,3,285000,,Cash,Cali,Coffee Maker Premium,Small Appliances,Cali Norte,Cali,Southwest,0.0,,,,855000,0.0,855000.0,2026-03,13,Monday,20500000
L00209,2026-02-28,S01,P008,1,78000,,Cash,Cali,USB-C Charger,Electronics,Cali Norte,Cali,Southwest,0.0,,,,78000,0.0,78000.0,2026-02,9,Saturday,19500000
L00210,2026-03-28,S01,P007,1,310000,,Card,Cali,Smartwatch Active,Electronics,Cali Norte,Cali,Southwest,0.0,,,,310000,0.0,310000.0,2026-03,13,Saturday,20500000
L00211,2026-03-30,S01,P001,1,145000,,Transfer,Cali,Coffee Maker Basic,Small Appliances,Cali Norte,Cali,Southwest,0.0,,,,145000,0.0,145000.0,2026-03,14,Monday,20500000
L00212,2026-03-16,S01,P001,1,145000,,Cash,Cali,Coffee Maker Basic,Small Appliances,Cali Norte,Cali,Southwest,0.0,,,,145000,0.0,145000.0,2026-03,12,Monday,20500000
L00213,2026-03-09,S01,P013,1,135000,,Cash,Cali,Hair Dryer,Personal Care,Cali Norte,Cali,Southwest,0.0,,,,135000,0.0,135000.0,2026-03,11,Monday,20500000
L00214,2026-04-30,S01,P006,1,165000,,Card,Cali,Bluetooth Speaker,Electronics,Cali Norte,Cali,Southwest,0.0,,,,165000,0.0,165000.0,2026-04,18,Thursday,21500000
L00215,2026-04-08,S01,P003,2,175000,,Card,Cali,Blender 500W,Small Appliances,Cali Norte,Cali,Southwest,0.0,,,,350000,0.0,350000.0,2026-04,15,Wednesday,21500000
L00216,2026-04-20,S01,P002,1,285000,,Card,Cali,Coffee Maker Premium,Small Appliances,Cali Norte,Cali,Southwest,0.0,,,,285000,0.0,285000.0,2026-04,17,Monday,21500000
L00217,2026-03-15,S01,P002,1,285000,,Card,Cali,Coffee Maker Premium,Small Appliances,Cali Norte,Cali,Southwest,0.0,,,,285000,0.0,285000.0,2026-03,11,Sunday,20500000
L00218,2026-02-21,S01,P012,2,35000,,Transfer,Cali,Notebook Pack,Home & Office,Cali Norte,Cali,Southwest,0.0,,,,70000,0.0,70000.0,2026-02,8,Saturday,19500000
L00219,2026-04-28,S01,P003,2,175000,,Transfer,Cali,Blender 500W,Small Appliances,Cali Norte,Cali,Southwest,0.0,,,,350000,0.0,350000.0,2026-04,18,Tuesday,21500000
L00220,2026-04-20,S01,P009,2,92000,,Transfer,Cali,Desk Lamp LED,Home & Office,Cali Norte,Cali,Southwest,0.0,,,,184000,0.0,184000.0,2026-04,17,Monday,21500000
L00221,2026-02-13,S01,P009,2,92000,,Cash,Cali,Desk Lamp LED,Home & Office,Cali Norte,Cali,Southwest,0.0,,,,184000,0.0,184000.0,2026-02,7,Friday,19500000
L00222,2026-04-09,S01,P012,1,35000,,Card,Cali,Notebook Pack,Home & Office,Cali Norte,Cali,Southwest,0.0,,,,35000,0.0,35000.0,2026-04,15,Thursday,21500000
L00223,2026-03-11,S01,P008,1,78000,,Transfer,Cali,USB-C Charger,Electronics,Cali Norte,Cali,Southwest,0.0,,,,78000,0.0,78000.0,2026-03,11,Wednesday,20500000
L00224,2026-02-07,S01,P005,2,220000,,Cash,Cali,Wireless Headphones,Electronics,Cali Norte,Cali,Southwest,0.0,,,,440000,0.0,440000.0,2026-02,6,Saturday,19500000
L00225,2026-02-10,S01,P012,3,35000,,Transfer,Cali,Notebook Pack,Home & Office,Cali Norte,Cali,Southwest,0.0,,,,105000,0.0,105000.0,2026-02,7,Tuesday,19500000
L00226,2026-02-22,S01,P005,1,220000,,Card,Cali,Wireless Headphones,Electronics,Cali Norte,Cali,Southwest,0.0,,,,220000,0.0,220000.0,2026-02,8,Sunday,19500000
L00227,2026-04-09,S01,P012,1,35000,,Cash,Cali,Notebook Pack,Home & Office,Cali Norte,Cali,Southwest,0.0,,,,35000,0.0,35000.0,2026-04,15,Thursday,21500000
L00228,2026-02-23,S01,P004,1,390000,,Transfer,Cali,Air Fryer 4L,Small Appliances,Cali Norte,Cali,Southwest,0.0,,,,390000,0.0,390000.0,2026-02,9,Monday,19500000
L00229,2026-04-18,S01,P010,1,115000,,Cash,Cali,Ergonomic Mouse,Home & Office,Cali Norte,Cali,Southwest,0.0,,,,115000,0.0,115000.0,2026-04,16,Saturday,21500000
L00230,2026-02-21,S01,P005,1,220000,,Cash,Cali,Wireless Headphones,Electronics,Cali Norte,Cali,Southwest,0.0,,,,220000,0.0,220000.0,2026-02,8,Saturday,19500000
L00231,2026-03-21,S01,P012,1,35000,,Cash,Cali,Notebook Pack,Home & Office,Cali Norte,Cali,Southwest,0.0,,,,35000,0.0,35000.0,2026-03,12,Saturday,20500000
L00232,2026-04-23,S01,P005,2,220000,,Cash,Cali,Wireless Headphones,Electronics,Cali Norte,Cali,Southwest,0.0,,,,440000,0.0,440000.0,2026-04,17,Thursday,21500000
L00233,2026-04-21,S01,P012,3,35000,,Cash,Cali,Notebook Pack,Home & Office,Cali Norte,Cali,Southwest,0.0,,,,105000,0.0,105000.0,2026-04,17,Tuesday,21500000
L00234,2026-03-10,S01,P006,1,165000,,Transfer,Cali,Bluetooth Speaker,Electronics,Cali Norte,Cali,Southwest,0.0,,,,165000,0.0,165000.0,2026-03,11,Tuesday,20500000
L00235,2026-04-01,S01,P003,1,175000,,Cash,Cali,Blender 500W,Small Appliances,Cali Norte,Cali,Southwest,0.0,,,,175000,0.0,175000.0,2026-04,14,Wednesday,21500000
L00236,2026-02-11,S01,P010,1,115000,,Cash,Cali,Ergonomic Mouse,Home & Office,Cali Norte,Cali,Southwest,0.0,,,,115000,0.0,115000.0,2026-02,7,Wednesday,19500000
L00237,2026-04-20,S01,P015,1,86000,,Card,Cali,Digital Scale,Personal Care,Cali Norte,Cali,Southwest,0.0,,,,86000,0.0,86000.0,2026-04,17,Monday,21500000
L00238,2026-03-23,S01,P003,2,175000,,Transfer,Cali,Blender 500W,Small Appliances,Cali Norte,Cali,Southwest,0.0,,,,350000,0.0,350000.0,2026-03,13,Monday,20500000
L00239,2026-03-06,S01,P012,1,35000,,Cash,Cali,Notebook Pack,Home & Office,Cali Norte,Cali,Southwest,0.0,,,,35000,0.0,35000.0,2026-03,10,Friday,20500000
L00240,2026-03-23,S01,P003,3,175000,,Card,Cali,Blender 500W,Small Appliances,Cali Norte,Cali,Southwest,0.0,,,,525000,0.0,525000.0,2026-03,13,Monday,20500000
L00241,2026-03-18,S02,P008,1,78000,,Transfer,Bogota,USB-C Charger,Electronics,Bogotá Centro,Bogotá,Central,0.0,,,,78000,0.0,78000.0,2026-03,12,Wednesday,24000000
L00242,2026-03-15,S02,P003,1,175000,,Card,Bogota,Blender 500W,Small Appliances,Bogotá Centro,Bogotá,Central,0.0,,,,175000,0.0,175000.0,2026-03,11,Sunday,24000000
L00243,2026-03-24,S02,P005,1,220000,,Card,Bogota,Wireless Headphones,Electronics,Bogotá Centro,Bogotá,Central,0.0,,,,220000,0.0,220000.0,2026-03,13,Tuesday,24000000
L00244,2026-04-13,S02,P007,1,310000,PROMO10B,Transfer,Bogota,Smartwatch Active,Electronics,Bogotá Centro,Bogotá,Central,0.1,Wearables Week,2026-04-10,2026-04-30,310000,31000.0,279000.0,2026-04,16,Monday,25000000
L00245,2026-04-08,S02,P009,1,92000,,Transfer,Bogota,Desk Lamp LED,Home & Office,Bogotá Centro,Bogotá,Central,0.0,,,,92000,0.0,92000.0,2026-04,15,Wednesday,25000000
L00246,2026-03-23,S02,P002,1,285000,,Transfer,Bogota,Coffee Maker Premium,Small Appliances,Bogotá Centro,Bogotá,Central,0.0,,,,285000,0.0,285000.0,2026-03,13,Monday,24000000
L00247,2026-03-19,S02,P009,1,92000,,Transfer,Bogota,Desk Lamp LED,Home & Office,Bogotá Centro,Bogotá,Central,0.0,,,,92000,0.0,92000.0,2026-03,12,Thursday,24000000
L00248,2026-02-18,S02,P012,1,35000,,Card,Bogota,Notebook Pack,Home & Office,Bogotá Centro,Bogotá,Central,0.0,,,,35000,0.0,35000.0,2026-02,8,Wednesday,23000000
L00249,2026-02-13,S02,P012,1,35000,,Cash,Bogota,Notebook Pack,Home & Office,Bogotá Centro,Bogotá,Central,0.0,,,,35000,0.0,35000.0,2026-02,7,Friday,23000000
L00250,2026-02-14,S02,P006,1,165000,,Card,Bogota,Bluetooth Speaker,Electronics,Bogotá Centro,Bogotá,Central,0.0,,,,165000,0.0,165000.0,2026-02,7,Saturday,23000000
L00251,2026-02-28,S02,P001,1,145000,,Transfer,Bogota,Coffee Maker Basic,Small Appliances,Bogotá Centro,Bogotá,Central,0.0,,,,145000,0.0,145000.0,2026-02,9,Saturday,23000000
L00252,2026-02-26,S02,P010,1,115000,,Transfer,Bogota,Ergonomic Mouse,Home & Office,Bogotá Centro,Bogotá,Central,0.0,,,,115000,0.0,115000.0,2026-02,9,Thursday,23000000
L00253,2026-03-14,S02,P004,1,390000,PROMO15,Card,Bogota,Air Fryer 4L,Small Appliances,Bogotá Centro,Bogotá,Central,0.15,Kitchen Days,2026-03-01,2026-03-20,390000,58500.0,331500.0,2026-03,11,Saturday,24000000
L00254,2026-02-18,S02,P004,2,390000,,Transfer,Bogota,Air Fryer 4L,Small Appliances,Bogotá Centro,Bogotá,Central,0.0,,,,780000,0.0,780000.0,2026-02,8,Wednesday,23000000
L00255,2026-03-05,S02,P013,1,135000,,Cash,Bogota,Hair Dryer,Personal Care,Bogotá Centro,Bogotá,Central,0.0,,,,135000,0.0,135000.0,2026-03,10,Thursday,24000000
L00256,2026-03-22,S02,P005,1,220000,PROMO12,Transfer,Bogota,Wireless Headphones,Electronics,Bogotá Centro,Bogotá,Central,0.12,Audio Campaign,2026-03-15,2026-04-05,220000,26400.0,193600.0,2026-03,12,Sunday,24000000
L00257,2026-02-05,S02,P003,2,175000,,Cash,Bogota,Blender 500W,Small Appliances,Bogotá Centro,Bogotá,Central,0.0,,,,350000,0.0,350000.0,2026-02,6,Thursday,23000000
L00258,2026-02-22,S02,P012,1,35000,,Cash,Bogota,Notebook Pack,Home & Office,Bogotá Centro,Bogotá,Central,0.0,,,,35000,0.0,35000.0,2026-02,8,Sunday,23000000
L00259,2026-04-05,S02,P010,1,115000,,Card,Bogota,Ergonomic Mouse,Home & Office,Bogotá Centro,Bogotá,Central,0.0,,,,115000,0.0,115000.0,2026-04,14,Sunday,25000000
L00260,2026-03-07,S02,P004,2,390000,,Transfer,Bogota,Air Fryer 4L,Small Appliances,Bogotá Centro,Bogotá,Central,0.0,,,,780000,0.0,780000.0,2026-03,10,Saturday,24000000
L00262,2026-04-29,S02,P005,3,220000,,Cash,Bogota,Wireless Headphones,Electronics,Bogotá Centro,Bogotá,Central,0.0,,,,660000,0.0,660000.0,2026-04,18,Wednesday,25000000
L00263,2026-04-19,S02,P005,1,220000,,Card,Bogota,Wireless Headphones,Electronics,Bogotá Centro,Bogotá,Central,0.0,,,,220000,0.0,220000.0,2026-04,16,Sunday,25000000
L00264,2026-04-28,S02,P012,1,35000,,Transfer,Bogota,Notebook Pack,Home & Office,Bogotá Centro,Bogotá,Central,0.0,,,,35000,0.0,35000.0,2026-04,18,Tuesday,25000000
L00265,2026-03-23,S02,P003,2,175000,,Transfer,Bogota,Blender 500W,Small Appliances,Bogotá Centro,Bogotá,Central,0.0,,,,350000,0.0,350000.0,2026-03,13,Monday,24000000
L00266,2026-03-29,S02,P012,1,35000,,Transfer,Bogota,Notebook Pack,Home & Office,Bogotá Centro,Bogotá,Central,0.0,,,,35000,0.0,35000.0,2026-03,13,Sunday,24000000
L00267,2026-02-12,S02,P001,1,145000,,Cash,Bogota,Coffee Maker Basic,Small Appliances,Bogotá Centro,Bogotá,Central,0.0,,,,145000,0.0,145000.0,2026-02,7,Thursday,23000000
L00268,2026-02-17,S02,P002,4,285000,,Card,Bogota,Coffee Maker Premium,Small Appliances,Bogotá Centro,Bogotá,Central,0.0,,,,1140000,0.0,1140000.0,2026-02,8,Tuesday,23000000
L00269,2026-02-03,S02,P003,4,175000,,Card,Bogota,Blender 500W,Small Appliances,Bogotá Centro,Bogotá,Central,0.0,,,,700000,0.0,700000.0,2026-02,6,Tuesday,23000000
L00270,2026-03-07,S02,P010,1,115000,,Transfer,Bogota,Ergonomic Mouse,Home & Office,Bogotá Centro,Bogotá,Central,0.0,,,,115000,0.0,115000.0,2026-03,10,Saturday,24000000
L00271,2026-02-22,S02,P003,2,175000,,Transfer,Bogota,Blender 500W,Small Appliances,Bogotá Centro,Bogotá,Central,0.0,,,,350000,0.0,350000.0,2026-02,8,Sunday,23000000
L00272,2026-02-21,S02,P001,1,145000,,Card,Bogota,Coffee Maker Basic,Small Appliances,Bogotá Centro,Bogotá,Central,0.0,,,,145000,0.0,145000.0,2026-02,8,Saturday,23000000
L00273,2026-03-11,S02,P008,3,78000,,Cash,Bogota,USB-C Charger,Electronics,Bogotá Centro,Bogotá,Central,0.0,,,,234000,0.0,234000.0,2026-03,11,Wednesday,24000000
L00274,2026-02-20,S02,P006,1,165000,,Transfer,Bogota,Bluetooth Speaker,Electronics,Bogotá Centro,Bogotá,Central,0.0,,,,165000,0.0,165000.0,2026-02,8,Friday,23000000
L00275,2026-03-01,S02,P001,2,145000,,Transfer,Bogota,Coffee Maker Basic,Small Appliances,Bogotá Centro,Bogotá,Central,0.0,,,,290000,0.0,290000.0,2026-03,9,Sunday,24000000
L00276,2026-03-31,S02,P005,2,220000,,Card,Bogota,Wireless Headphones,Electronics,Bogotá Centro,Bogotá,Central,0.0,,,,440000,0.0,440000.0,2026-03,14,Tuesday,24000000
L00277,2026-04-03,S02,P009,1,92000,,Card,Bogota,Desk Lamp LED,Home & Office,Bogotá Centro,Bogotá,Central,0.0,,,,92000,0.0,92000.0,2026-04,14,Friday,25000000
L00278,2026-03-28,S02,P008,1,78000,,Card,Bogota,USB-C Charger,Electronics,Bogotá Centro,Bogotá,Central,0.0,,,,78000,0.0,78000.0,2026-03,13,Saturday,24000000
L00279,2026-03-06,S02,P004,1,390000,PROMO15,Cash,Bogota,Air Fryer 4L,Small Appliances,Bogotá Centro,Bogotá,Central,0.15,Kitchen Days,2026-03-01,2026-03-20,390000,58500.0,331500.0,2026-03,10,Friday,24000000
L00280,2026-03-23,S02,P013,1,135000,,Cash,Bogota,Hair Dryer,Personal Care,Bogotá Centro,Bogotá,Central,0.0,,,,135000,0.0,135000.0,2026-03,13,Monday,24000000
